student_id,department,course,semester,enrollment_status,gender,year,age,gpa,credits,tuition_fee,scholarship_amount,enrollment_date
STU02660,Mathematics,Discrete Math,Spring 2024,Enrolled,Male,Senior,29,2.51,1,16872.14,2706.41,2024-01-18
STU02661,Mathematics,Linear Algebra,Fall 2023,Enrolled,Female,Junior,25,3.18,2,10041.97,5753.38,2023-08-29
STU02662,Economics,Microeconomics,Spring 2025,Enrolled,Male,Senior,29,3.59,1,11633.81,1266.91,2025-01-11
STU02663,History,Modern History,Fall 2023,Enrolled,Female,Junior,22,3.29,1,23264.91,3238.04,2023-08-30
STU02664,Psychology,Developmental Psychology,Spring 2025,Completed,Male,Junior,26,3.66,2,5121.75,1560.69,2025-01-17
STU02665,Physics,Optics,Spring 2024,Completed,Female,Sophomore,22,2.56,4,22537.17,10570.68,2024-01-19
STU02666,English,American Literature,Fall 2024,Enrolled,Male,Freshman,19,3.65,4,11010.54,988.79,2024-08-12
STU02667,Mathematics,Discrete Math,Spring 2025,Completed,Male,Senior,19,3.7,2,13641.67,4868.24,2025-01-06
STU02668,Chemistry,Physical Chemistry,Spring 2023,Waitlisted,Female,Freshman,20,3.41,1,11534.18,5236.69,2023-01-27
STU02669,Chemistry,Biochemistry,Spring 2023,Enrolled,Female,Graduate,30,2.55,4,9252.46,2078.12,2023-01-17
STU02670,Biology,Evolution,Fall 2023,Completed,Male,Junior,19,3.77,4,12759.73,2936.64,2023-08-16
STU02671,Chemistry,Physical Chemistry,Spring 2025,Dropped,Male,Sophomore,21,2.88,4,16406.99,4988.87,2025-01-10
STU02672,Psychology,Intro to Psychology,Spring 2024,Enrolled,Female,Freshman,19,3.08,4,21087.93,2620.19,2024-01-09
STU02673,Economics,Macroeconomics,Fall 2024,Enrolled,Female,Junior,19,3.88,3,21801.54,10552.57,2024-08-18
STU02674,Psychology,Developmental Psychology,Fall 2023,Enrolled,Male,Sophomore,29,3.22,4,8736.16,3432.81,2023-09-05
STU02675,Chemistry,Analytical Chemistry,Spring 2025,Completed,Male,Freshman,24,3.01,4,10010.27,481.05,2025-01-15
STU02676,Economics,Econometrics,Fall 2024,Enrolled,Male,Junior,25,2.34,3,12481.61,2025.27,2024-09-01
STU02677,Mathematics,Linear Algebra,Spring 2025,Enrolled,Female,Freshman,24,3.51,1,11834.19,3298.32,2025-01-10
STU02678,Psychology,Social Psychology,Spring 2025,Enrolled,Male,Junior,21,3.24,1,5323.39,1889.81,2025-01-26
STU02679,Business Administration,Marketing,Spring 2025,Enrolled,Male,Freshman,24,3.26,4,11661.47,3954.72,2025-01-18
STU02680,Psychology,Abnormal Psychology,Spring 2023,Waitlisted,Male,Junior,21,3.04,3,16603.53,6592.58,2023-01-22
STU02681,Economics,International Economics,Spring 2023,Completed,Male,Freshman,21,3.41,4,9354.58,1441.03,2023-01-14
STU02682,Business Administration,Accounting,Spring 2025,Enrolled,Female,Junior,22,3.05,1,18597.46,7174.13,2025-01-25
STU02683,Physics,Mechanics,Spring 2025,Completed,Male,Junior,24,2.54,3,10788.1,4287.82,2025-01-20
STU02684,Computer Science,Intro to CS,Fall 2023,Completed,Female,Freshman,27,3.08,1,15620.06,6400.77,2023-08-23
STU02685,English,Creative Writing,Spring 2024,Waitlisted,Female,Junior,28,3.6,3,12650.03,3120.72,2024-01-08
STU02686,Economics,Game Theory,Spring 2024,Completed,Male,Senior,20,2.69,1,20685.72,8276.77,2024-01-12
STU02687,Economics,Macroeconomics,Spring 2025,Completed,Female,Junior,18,2.59,3,24346.38,11852.9,2025-01-13
STU02688,Computer Science,Machine Learning,Fall 2024,Dropped,Male,Senior,20,3.21,3,15074.65,1463.21,2024-08-22
STU02689,Business Administration,Finance,Spring 2025,Dropped,Male,Graduate,34,3.18,1,6915.36,665.3,2025-01-21
STU02690,Computer Science,Databases,Spring 2024,Waitlisted,Female,Senior,26,2.66,1,12626.21,6378.45,2024-01-10
STU02691,Psychology,Developmental Psychology,Fall 2024,Dropped,Male,Graduate,24,2.68,3,20301.27,11546.35,2024-08-22
STU02692,Business Administration,Marketing,Spring 2025,Waitlisted,Male,Graduate,34,2.76,2,22629.34,8672.0,2025-01-23
STU02693,Psychology,Social Psychology,Spring 2024,Dropped,Female,Graduate,31,2.21,3,14473.71,6732.86,2024-01-08
STU02694,Physics,Mechanics,Spring 2024,Enrolled,Male,Senior,25,3.08,1,14354.96,4958.92,2024-01-11
STU02695,Computer Science,Operating Systems,Fall 2024,Waitlisted,Female,Graduate,25,2.95,1,15606.66,5607.48,2024-08-31
STU02696,Mathematics,Discrete Math,Spring 2024,Completed,Male,Sophomore,23,2.62,4,22808.44,3695.04,2024-01-15
STU02697,Psychology,Social Psychology,Fall 2024,Enrolled,Female,Sophomore,23,3.34,2,17984.85,881.66,2024-08-31
STU02698,Business Administration,Accounting,Fall 2023,Completed,Non-binary,Sophomore,22,2.97,1,8113.52,3068.96,2023-08-26
STU02699,Computer Science,Operating Systems,Spring 2024,Enrolled,Female,Sophomore,23,2.78,3,9806.46,2110.91,2024-01-08
STU02700,English,Creative Writing,Fall 2023,Completed,Female,Freshman,22,2.6,4,16502.25,7309.1,2023-08-22
STU02701,Biology,Microbiology,Fall 2023,Enrolled,Male,Junior,27,3.99,1,9306.61,4031.12,2023-08-21
STU02702,Economics,Game Theory,Fall 2023,Completed,Female,Graduate,26,3.25,2,19928.38,4831.0,2023-08-16
STU02703,Biology,Genetics,Fall 2023,Waitlisted,Male,Freshman,21,2.59,1,8312.4,1017.8,2023-08-22
STU02704,History,World History,Spring 2024,Enrolled,Female,Graduate,31,2.22,4,12892.1,1391.14,2024-01-28
STU02705,Psychology,Social Psychology,Fall 2023,Enrolled,Female,Freshman,18,2.27,4,13026.96,5618.77,2023-08-21
STU02706,History,Ancient Civilizations,Fall 2023,Enrolled,Female,Junior,25,3.12,3,13701.82,4401.42,2023-09-05
STU02707,Economics,Econometrics,Spring 2025,Waitlisted,Female,Graduate,25,3.07,4,9368.46,3389.21,2025-01-11
STU02708,English,Poetry,Spring 2025,Enrolled,Female,Graduate,30,2.48,4,6033.24,1219.66,2025-01-17
STU02709,Chemistry,Organic Chemistry,Spring 2024,Enrolled,Female,Senior,20,3.6,2,19909.34,2936.55,2024-01-10
STU02710,Computer Science,Algorithms,Spring 2024,Enrolled,Male,Junior,24,2.71,4,22754.18,3446.54,2024-01-24
STU02711,Economics,Microeconomics,Fall 2024,Enrolled,Female,Freshman,21,3.28,1,20032.33,2572.15,2024-08-23
STU02712,English,American Literature,Fall 2023,Dropped,Male,Sophomore,20,3.63,4,9552.21,5658.62,2023-08-23
STU02713,Physics,Mechanics,Fall 2024,Completed,Female,Freshman,19,2.93,3,7794.81,1824.78,2024-08-30
STU02714,Psychology,Intro to Psychology,Spring 2024,Waitlisted,Female,Junior,20,2.85,1,14764.82,2293.47,2024-01-15
STU02715,History,World History,Spring 2025,Completed,Male,Junior,18,2.75,3,22540.55,2447.54,2025-01-13
STU02716,Psychology,Developmental Psychology,Spring 2023,Completed,Male,Senior,28,3.32,4,14139.61,2784.99,2023-01-15
STU02717,Physics,Relativity,Fall 2024,Enrolled,Female,Freshman,24,3.41,3,7441.71,503.2,2024-08-30
STU02718,Biology,Microbiology,Fall 2024,Dropped,Female,Sophomore,18,4.0,1,15501.28,775.48,2024-08-23
STU02719,Psychology,Abnormal Psychology,Fall 2024,Enrolled,Female,Senior,26,2.53,2,5414.83,102.6,2024-08-14
STU02720,Psychology,Social Psychology,Spring 2024,Waitlisted,Female,Freshman,22,3.3,2,21229.06,10553.46,2024-01-17
STU02721,Physics,Relativity,Spring 2025,Enrolled,Male,Graduate,23,2.84,2,16192.3,6654.42,2025-01-14
STU02722,Business Administration,Accounting,Fall 2024,Completed,Female,Sophomore,20,2.44,2,23616.87,8078.77,2024-08-26
STU02723,Physics,Mechanics,Fall 2023,Enrolled,Female,Junior,25,3.86,2,12341.5,4037.44,2023-08-22
STU02724,Physics,Relativity,Spring 2025,Completed,Male,Junior,25,3.28,2,20000.3,2107.42,2025-01-06
STU02725,Computer Science,Algorithms,Fall 2024,Completed,Male,Sophomore,26,3.0,1,6088.2,2398.72,2024-08-28
STU02726,Chemistry,Organic Chemistry,Fall 2023,Enrolled,Female,Senior,22,2.99,3,12466.31,6541.64,2023-08-22
STU02727,Physics,Relativity,Spring 2025,Enrolled,Female,Freshman,19,2.66,2,17411.18,4386.26,2025-01-26
STU02728,Psychology,Intro to Psychology,Spring 2024,Waitlisted,Male,Senior,29,2.88,2,10532.45,6159.52,2024-01-27
STU02729,Computer Science,Intro to CS,Spring 2024,Dropped,Male,Senior,18,2.66,4,21459.61,7552.79,2024-01-10
STU02730,Economics,Econometrics,Spring 2024,Completed,Female,Sophomore,23,2.85,2,12522.95,3515.23,2024-01-25
STU02731,Mathematics,Probability,Spring 2023,Enrolled,Female,Senior,19,3.04,1,18601.22,10014.33,2023-01-29
STU02732,Economics,Econometrics,Spring 2024,Completed,Female,Sophomore,24,3.9,2,10007.46,3258.64,2024-01-22
STU02733,Mathematics,Differential Equations,Spring 2023,Enrolled,Non-binary,Graduate,22,2.05,3,10854.49,1135.53,2023-01-30
STU02734,Mathematics,Discrete Math,Spring 2024,Enrolled,Female,Sophomore,23,2.76,1,24108.28,5983.36,2024-01-26
STU02735,History,Ancient Civilizations,Spring 2023,Enrolled,Male,Junior,23,3.06,4,18480.52,4823.24,2023-01-10
STU02736,History,Ancient Civilizations,Spring 2025,Waitlisted,Male,Sophomore,25,3.76,4,14466.92,6459.96,2025-01-11
STU02737,Physics,Mechanics,Fall 2024,Dropped,Male,Freshman,28,4.0,3,10747.07,3820.5,2024-08-15
STU02738,Business Administration,Accounting,Spring 2025,Dropped,Male,Freshman,18,2.86,4,15144.79,9049.12,2025-01-10
STU02739,History,Ancient Civilizations,Spring 2025,Completed,Female,Sophomore,21,3.34,2,7936.96,2624.11,2025-01-22
STU02740,Business Administration,Management,Spring 2024,Enrolled,Female,Sophomore,21,1.74,4,22090.93,13241.43,2024-01-21
STU02741,Biology,Genetics,Spring 2025,Enrolled,Male,Freshman,27,3.29,1,17009.11,1024.64,2025-01-17
STU02742,Chemistry,Organic Chemistry,Fall 2023,Dropped,Female,Junior,20,2.87,3,12466.1,3122.93,2023-08-26
STU02743,Chemistry,Organic Chemistry,Spring 2023,Completed,Female,Freshman,21,3.41,4,13011.91,1501.65,2023-01-19
STU02744,Business Administration,Business Ethics,Fall 2024,Completed,Female,Sophomore,18,3.22,2,16432.79,4486.26,2024-08-26
STU02745,Chemistry,General Chemistry,Fall 2024,Completed,Male,Sophomore,20,2.23,2,23863.26,12658.08,2024-08-29
STU02746,Psychology,Social Psychology,Spring 2025,Waitlisted,Female,Junior,29,2.9,4,15333.07,2070.5,2025-01-20
STU02747,Physics,Thermodynamics,Fall 2024,Enrolled,Male,Sophomore,24,3.14,3,11684.31,1457.42,2024-08-26
STU02748,Biology,Cell Biology,Spring 2025,Enrolled,Male,Junior,24,3.63,4,17490.36,4911.98,2025-01-23
STU02749,History,World History,Spring 2024,Completed,Male,Senior,23,2.86,4,22062.24,5294.41,2024-01-18
STU02750,Business Administration,Business Ethics,Fall 2023,Enrolled,Male,Graduate,26,3.28,3,16698.72,6664.83,2023-08-28
STU02751,English,American Literature,Spring 2024,Enrolled,Male,Senior,28,2.95,3,6507.1,3741.64,2024-01-28
STU02752,History,Ancient Civilizations,Spring 2025,Completed,Female,Freshman,18,3.54,4,23145.31,8673.73,2025-01-07
STU02753,Biology,Ecology,Spring 2023,Enrolled,Male,Freshman,19,3.11,1,22332.16,10648.81,2023-01-18
STU02754,Business Administration,Accounting,Spring 2025,Waitlisted,Female,Junior,19,2.15,1,6437.72,1036.44,2025-01-14
STU02755,English,American Literature,Spring 2025,Completed,Male,Junior,19,3.22,4,8347.35,4900.51,2025-01-23
STU02756,History,European History,Spring 2025,Enrolled,Female,Sophomore,21,4.0,1,14875.98,7800.95,2025-01-20
STU02757,Economics,Econometrics,Spring 2023,Enrolled,Female,Freshman,21,3.83,3,21262.41,10031.3,2023-01-29
STU02758,Physics,Quantum Physics,Spring 2023,Dropped,Male,Junior,26,4.0,2,16484.57,2892.08,2023-01-25
STU02759,Biology,Genetics,Spring 2025,Dropped,Male,Junior,27,2.72,3,21776.92,4911.34,2025-01-16
STU02760,Biology,Evolution,Spring 2025,Completed,Male,Senior,23,3.5,2,23839.21,9744.36,2025-01-18
STU02761,Mathematics,Probability,Spring 2025,Enrolled,Female,Freshman,23,3.33,4,9970.27,3668.51,2025-01-19
STU02762,Psychology,Social Psychology,Spring 2025,Enrolled,Male,Junior,20,3.21,4,5237.11,393.73,2025-01-25
STU02763,Mathematics,Discrete Math,Fall 2023,Enrolled,Male,Junior,25,3.6,2,20822.28,6913.0,2023-09-05
STU02764,History,Modern History,Spring 2025,Enrolled,Female,Senior,25,3.19,1,16160.98,548.97,2025-01-15
STU02765,Mathematics,Statistics,Fall 2023,Waitlisted,Female,Freshman,25,2.6,4,18468.42,203.32,2023-08-20
STU02766,English,Linguistics,Spring 2025,Enrolled,Male,Senior,29,2.61,2,10306.85,1917.21,2025-01-26
STU02767,Business Administration,Management,Spring 2024,Enrolled,Male,Senior,19,3.27,1,6707.38,1788.38,2024-01-13
STU02768,Mathematics,Linear Algebra,Spring 2025,Completed,Male,Junior,22,2.97,2,11237.8,2991.99,2025-01-12
STU02769,Economics,Game Theory,Spring 2023,Waitlisted,Male,Graduate,31,3.28,1,16394.39,5250.22,2023-01-24
STU02770,Computer Science,Intro to CS,Spring 2025,Completed,Female,Sophomore,22,2.8,1,5552.6,2744.67,2025-01-23
STU02771,Chemistry,Organic Chemistry,Fall 2023,Completed,Female,Freshman,21,3.91,4,17486.71,2493.13,2023-08-15
STU02772,Computer Science,Databases,Fall 2023,Completed,Female,Sophomore,26,2.84,4,23524.28,11503.48,2023-09-04
STU02773,Psychology,Intro to Psychology,Spring 2024,Enrolled,Male,Freshman,23,3.31,2,6049.21,1064.42,2024-01-09
STU02774,History,Modern History,Spring 2024,Completed,Female,Senior,20,2.58,2,15229.74,852.2,2024-01-15
STU02775,Computer Science,Algorithms,Fall 2024,Completed,Female,Sophomore,26,2.99,3,22995.5,1630.23,2024-08-31
STU02776,Physics,Relativity,Spring 2024,Completed,Female,Sophomore,29,2.78,2,20568.41,6703.79,2024-01-21
STU02777,Physics,Electromagnetism,Fall 2023,Completed,Female,Sophomore,20,3.09,2,16441.51,6075.84,2023-08-17
STU02778,Psychology,Developmental Psychology,Fall 2024,Enrolled,Male,Senior,21,3.24,2,21239.76,2471.36,2024-09-02
STU02779,English,American Literature,Spring 2023,Completed,Male,Junior,20,3.23,1,17746.1,7873.07,2023-01-22
STU02780,Economics,International Economics,Spring 2023,Enrolled,Non-binary,Freshman,29,2.46,2,24180.14,9266.88,2023-01-28
STU02781,History,Modern History,Spring 2024,Waitlisted,Female,Sophomore,24,1.93,2,24543.66,8572.43,2024-01-17
STU02782,History,World History,Spring 2023,Completed,Male,Freshman,19,3.65,3,24065.85,9751.79,2023-01-27
STU02783,Psychology,Cognitive Psychology,Spring 2025,Completed,Female,Sophomore,28,2.83,1,10095.18,1847.02,2025-01-06
STU02784,Economics,International Economics,Spring 2025,Dropped,Female,Junior,23,2.84,4,10988.26,2131.14,2025-01-12
STU02785,Economics,Macroeconomics,Fall 2023,Dropped,Male,Sophomore,18,2.75,2,19527.14,5343.44,2023-08-18
STU02786,Physics,Electromagnetism,Spring 2025,Waitlisted,Female,Freshman,24,3.76,3,15865.75,9289.58,2025-01-13
STU02787,Chemistry,Organic Chemistry,Spring 2024,Waitlisted,Female,Graduate,29,4.0,2,8541.42,2872.59,2024-01-17
STU02788,Physics,Electromagnetism,Fall 2024,Enrolled,Male,Sophomore,22,2.62,3,23552.77,5756.32,2024-08-14
STU02789,Biology,Ecology,Fall 2024,Waitlisted,Male,Senior,23,2.93,2,19100.4,4411.63,2024-08-15
STU02790,Mathematics,Differential Equations,Fall 2024,Completed,Male,Senior,22,2.61,3,10514.59,5025.23,2024-08-24
STU02791,Mathematics,Differential Equations,Fall 2023,Completed,Male,Graduate,25,3.47,3,6752.13,1545.87,2023-08-22
STU02792,Mathematics,Probability,Fall 2024,Enrolled,Female,Freshman,22,2.74,2,13074.66,6765.2,2024-08-29
STU02793,History,US History,Spring 2024,Enrolled,Female,Senior,21,3.56,2,10069.07,2152.96,2024-01-26
STU02794,Business Administration,Business Ethics,Spring 2024,Enrolled,Male,Junior,27,2.55,4,14679.82,6181.93,2024-01-23
STU02795,Computer Science,Web Dev,Fall 2023,Completed,Female,Freshman,28,2.72,3,20161.53,7215.16,2023-08-28
STU02796,Mathematics,Statistics,Spring 2025,Enrolled,Male,Junior,21,2.97,3,8396.79,535.58,2025-01-18
STU02797,History,European History,Spring 2023,Waitlisted,Male,Senior,25,2.71,2,24547.78,767.2,2023-01-22
STU02798,Business Administration,Accounting,Spring 2024,Completed,Female,Freshman,21,3.44,4,13572.96,6712.12,2024-01-28
STU02799,Computer Science,Algorithms,Spring 2023,Enrolled,Non-binary,Freshman,18,3.54,1,12744.36,6951.09,2023-01-16
STU02800,Business Administration,Business Ethics,Spring 2024,Enrolled,Female,Sophomore,18,3.8,3,9460.25,2983.56,2024-01-10
STU02801,Mathematics,Calculus II,Fall 2024,Dropped,Male,Graduate,29,3.98,4,16337.98,1925.58,2024-08-21
STU02802,Economics,Game Theory,Fall 2024,Completed,Male,Graduate,29,3.02,4,18697.09,10460.42,2024-08-18
STU02803,Biology,Cell Biology,Fall 2023,Completed,Female,Freshman,27,3.38,2,15031.28,3262.99,2023-09-03
STU02804,Physics,Quantum Physics,Fall 2024,Completed,Male,Junior,19,3.23,4,22335.74,5283.47,2024-08-23
STU02805,Psychology,Abnormal Psychology,Spring 2024,Dropped,Female,Graduate,28,2.92,3,16478.29,268.67,2024-01-12
STU02806,Biology,Cell Biology,Fall 2024,Completed,Male,Junior,18,3.62,2,24901.06,14011.58,2024-08-24
STU02807,Computer Science,Web Dev,Fall 2023,Enrolled,Male,Freshman,20,2.71,1,7245.46,3159.34,2023-08-30
STU02808,English,Creative Writing,Spring 2025,Completed,Male,Junior,18,2.99,4,23491.4,11507.93,2025-01-17
STU02809,Chemistry,Analytical Chemistry,Spring 2023,Enrolled,Male,Graduate,26,2.69,4,7043.45,1987.23,2023-01-15
STU02810,History,European History,Fall 2023,Completed,Male,Senior,25,3.04,3,10280.54,3964.89,2023-08-30
STU02811,Business Administration,Management,Fall 2024,Waitlisted,Female,Freshman,23,3.63,4,6981.13,1335.34,2024-08-24
STU02812,Biology,Microbiology,Spring 2025,Completed,Non-binary,Junior,27,4.0,3,23159.25,812.91,2025-01-15
STU02813,Computer Science,Intro to CS,Spring 2024,Enrolled,Female,Senior,19,1.85,2,12746.67,6437.26,2024-01-12
STU02814,Computer Science,Operating Systems,Spring 2025,Completed,Female,Senior,20,3.71,4,13384.0,2387.44,2025-01-17
STU02815,Mathematics,Calculus I,Spring 2025,Completed,Male,Graduate,27,3.56,4,22359.28,12467.74,2025-01-10
STU02816,Biology,Ecology,Fall 2023,Completed,Female,Freshman,23,2.16,2,9712.85,5449.85,2023-08-20
STU02817,English,British Literature,Spring 2023,Completed,Male,Sophomore,28,2.61,4,12938.53,6377.71,2023-01-10
STU02818,Chemistry,Organic Chemistry,Spring 2025,Waitlisted,Female,Graduate,30,2.39,3,11330.14,6569.11,2025-01-22
STU02819,Business Administration,Management,Spring 2024,Enrolled,Female,Sophomore,20,2.71,3,16635.71,993.63,2024-01-08
STU02820,English,British Literature,Spring 2025,Waitlisted,Male,Sophomore,24,3.75,3,15091.54,8298.55,2025-01-25
STU02821,Chemistry,General Chemistry,Spring 2025,Enrolled,Male,Graduate,27,2.99,2,22106.72,8955.13,2025-01-14
STU02822,Business Administration,Finance,Spring 2025,Waitlisted,Male,Graduate,30,3.2,4,17631.07,832.63,2025-01-23
STU02823,Chemistry,Organic Chemistry,Fall 2024,Enrolled,Male,Freshman,19,2.8,2,23812.91,10880.71,2024-08-27
STU02824,Physics,Electromagnetism,Spring 2023,Enrolled,Male,Graduate,33,2.81,4,9778.58,695.69,2023-01-27
STU02825,Biology,Anatomy,Fall 2024,Completed,Female,Graduate,31,3.36,3,10010.17,1869.13,2024-08-31
STU02826,Mathematics,Calculus II,Fall 2023,Waitlisted,Non-binary,Graduate,27,2.27,4,17063.78,1491.54,2023-08-23
STU02827,Physics,Mechanics,Fall 2024,Enrolled,Male,Freshman,28,3.34,4,9738.56,4053.0,2024-08-29
STU02828,English,British Literature,Spring 2025,Completed,Male,Senior,29,3.2,3,24245.56,3417.59,2025-01-24
STU02829,English,Composition,Spring 2025,Enrolled,Female,Freshman,18,2.27,2,13725.38,5210.15,2025-01-21
STU02830,Computer Science,Intro to CS,Fall 2023,Completed,Female,Senior,18,2.58,1,10452.61,3183.75,2023-08-22
STU02831,Physics,Relativity,Fall 2024,Completed,Female,Sophomore,25,3.09,3,22395.98,12046.93,2024-08-26
STU02832,Mathematics,Calculus II,Spring 2025,Enrolled,Female,Junior,29,3.19,4,5937.96,3376.61,2025-01-25
STU02833,English,Poetry,Fall 2024,Enrolled,Male,Junior,26,2.69,4,18364.74,7899.23,2024-08-17
STU02834,Computer Science,Operating Systems,Spring 2025,Enrolled,Female,Sophomore,20,3.68,1,18695.91,2095.18,2025-01-15
STU02835,Chemistry,Biochemistry,Fall 2024,Enrolled,Female,Senior,29,3.08,4,17837.46,10374.68,2024-08-26
STU02836,Biology,Cell Biology,Spring 2023,Waitlisted,Female,Freshman,25,3.23,2,13372.14,6821.34,2023-01-20
STU02837,Chemistry,Organic Chemistry,Fall 2023,Completed,Female,Sophomore,27,2.57,1,23029.43,2410.44,2023-09-04
STU02838,Biology,Genetics,Fall 2023,Enrolled,Male,Sophomore,26,3.25,1,17422.51,2459.98,2023-08-28
STU02839,Computer Science,Databases,Fall 2023,Completed,Female,Graduate,34,2.3,4,9688.11,3095.44,2023-08-22
STU02840,Psychology,Intro to Psychology,Spring 2023,Dropped,Non-binary,Junior,20,2.73,2,15985.5,12.79,2023-01-18
STU02841,Business Administration,Accounting,Spring 2024,Completed,Male,Freshman,25,2.75,4,15336.01,1964.06,2024-01-24
STU02842,Economics,Econometrics,Spring 2023,Enrolled,Non-binary,Junior,23,2.97,2,17675.77,5737.88,2023-01-11
STU02843,English,Creative Writing,Fall 2023,Completed,Female,Junior,28,3.67,1,7306.38,998.24,2023-09-02
STU02844,Physics,Electromagnetism,Spring 2025,Completed,Male,Senior,19,3.51,3,7522.32,1973.69,2025-01-23
STU02845,Physics,Quantum Physics,Spring 2025,Completed,Female,Sophomore,26,3.57,2,23554.24,4911.4,2025-01-15
STU02846,Biology,Genetics,Spring 2024,Enrolled,Female,Freshman,20,2.5,2,16428.77,2419.98,2024-01-10
STU02847,Computer Science,Algorithms,Spring 2024,Completed,Male,Sophomore,19,3.02,1,18590.15,7271.19,2024-01-17
STU02848,Biology,Cell Biology,Fall 2023,Enrolled,Male,Freshman,18,3.73,1,8668.33,4647.25,2023-08-27
STU02849,History,Ancient Civilizations,Spring 2024,Dropped,Male,Senior,25,2.57,2,12686.0,421.24,2024-01-16
STU02850,Economics,Game Theory,Fall 2024,Dropped,Male,Freshman,25,2.69,2,24683.51,12203.96,2024-08-24
STU02851,Chemistry,Biochemistry,Fall 2023,Enrolled,Female,Sophomore,20,2.64,3,12281.26,4914.74,2023-08-16
STU02852,Economics,Macroeconomics,Fall 2023,Enrolled,Female,Sophomore,28,2.79,1,22356.57,8641.82,2023-08-29
STU02853,Physics,Optics,Fall 2023,Enrolled,Non-binary,Graduate,30,2.54,1,20820.6,7387.46,2023-09-01
STU02854,Mathematics,Statistics,Fall 2024,Waitlisted,Female,Sophomore,28,3.46,3,14573.74,3550.83,2024-08-29
STU02855,Computer Science,Web Dev,Spring 2023,Dropped,Female,Junior,19,3.74,4,5052.15,1904.38,2023-01-13
STU02856,Mathematics,Differential Equations,Spring 2025,Completed,Female,Junior,19,3.51,3,5351.31,1988.14,2025-01-13
STU02857,History,World History,Fall 2024,Dropped,Female,Sophomore,27,3.55,3,24398.51,9287.83,2024-08-16
STU02858,Computer Science,Operating Systems,Spring 2024,Completed,Female,Senior,18,3.18,2,6676.17,643.78,2024-01-17
STU02859,Economics,Macroeconomics,Spring 2024,Waitlisted,Male,Sophomore,27,2.28,3,11172.15,4071.29,2024-01-23
STU02860,Business Administration,Marketing,Spring 2025,Completed,Female,Senior,27,2.06,4,17538.33,1828.89,2025-01-07
STU02861,Psychology,Social Psychology,Fall 2024,Waitlisted,Female,Sophomore,24,3.7,2,23760.56,10321.59,2024-08-20
STU02862,Economics,Macroeconomics,Fall 2024,Completed,Female,Freshman,27,2.03,2,20408.26,4541.54,2024-08-20
STU02863,Mathematics,Calculus II,Spring 2023,Waitlisted,Male,Senior,27,2.3,1,17194.48,7086.3,2023-01-10
STU02864,Biology,Evolution,Spring 2024,Completed,Male,Graduate,31,2.78,1,16310.01,6792.13,2024-01-24
STU02865,Mathematics,Statistics,Spring 2025,Waitlisted,Female,Freshman,24,2.96,2,24029.55,9188.13,2025-01-09
STU02866,Business Administration,Finance,Spring 2024,Completed,Female,Junior,22,3.49,3,18995.38,2342.95,2024-01-12
STU02867,Physics,Optics,Fall 2023,Waitlisted,Female,Senior,19,3.14,1,19044.27,5448.67,2023-09-04
STU02868,Physics,Electromagnetism,Spring 2023,Completed,Male,Junior,29,3.99,2,19610.64,3256.7,2023-01-27
STU02869,Biology,Anatomy,Spring 2024,Enrolled,Male,Junior,22,2.84,2,9099.6,3744.91,2024-01-17
STU02870,Physics,Mechanics,Spring 2024,Enrolled,Male,Junior,23,3.3,4,9077.57,4917.29,2024-01-15
STU02871,Biology,Genetics,Fall 2024,Enrolled,Female,Sophomore,22,2.43,2,12760.55,3764.21,2024-09-02
STU02872,Chemistry,Biochemistry,Fall 2023,Waitlisted,Female,Junior,26,2.92,4,12878.66,5637.07,2023-08-19
STU02873,Psychology,Developmental Psychology,Fall 2024,Enrolled,Male,Freshman,28,3.43,2,21356.47,5838.14,2024-09-01
STU02874,Computer Science,Web Dev,Fall 2024,Enrolled,Female,Junior,29,3.77,1,20690.2,7400.84,2024-08-18
STU02875,Business Administration,Accounting,Fall 2023,Completed,Female,Graduate,32,2.95,2,21656.86,249.9,2023-08-22
STU02876,History,Ancient Civilizations,Fall 2024,Enrolled,Female,Graduate,25,2.49,3,10840.91,3869.05,2024-08-14
STU02877,History,US History,Fall 2023,Completed,Female,Junior,22,3.15,2,11437.83,2381.13,2023-09-01
STU02878,Physics,Thermodynamics,Fall 2024,Enrolled,Male,Senior,19,3.0,3,13912.41,434.01,2024-08-13
STU02879,Psychology,Intro to Psychology,Spring 2023,Completed,Male,Junior,29,1.87,2,24993.39,5829.93,2023-01-19
STU02880,Physics,Optics,Fall 2023,Enrolled,Female,Senior,25,4.0,2,15071.64,1720.91,2023-08-18
STU02881,Computer Science,Algorithms,Fall 2024,Enrolled,Female,Graduate,23,3.63,4,18893.44,91.83,2024-08-29
STU02882,Biology,Microbiology,Fall 2023,Completed,Female,Senior,23,3.0,2,6874.5,3221.12,2023-08-26
STU02883,Business Administration,Business Ethics,Fall 2023,Dropped,Male,Senior,20,2.92,4,22121.91,2222.23,2023-08-23
STU02884,Mathematics,Linear Algebra,Fall 2024,Completed,Male,Graduate,26,2.34,3,22431.61,455.2,2024-08-28
STU02885,Mathematics,Calculus II,Fall 2023,Enrolled,Female,Freshman,29,3.4,1,23546.65,9929.07,2023-08-23
STU02886,Chemistry,Physical Chemistry,Fall 2024,Waitlisted,Female,Sophomore,25,3.37,1,5646.91,2191.89,2024-08-25
